GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0035662,Toll-like receptor 4 binding,P28783(Evidence code:IEA/Database source:InterPro:IPR028475)P28782(Evidence code:IEA/Database source:InterPro:IPR028474), S100A9 S100A8,MF,2,2 of 2,2.13,100,0.0000519,0.0005727
GO:0007264,small GTPase mediated signal transduction,P61223(Evidence code:IEA/Database source:UniProtKB:Q99JI6|ens)Q2KJ93(Evidence code:IEA/Database source:InterPro:IPR003578)P61585(Evidence code:IEA/Database source:InterPro:IPR003578)P50397(Evidence code:IEA/Database source:InterPro:IPR018203), RAP1B CDC42 RHOA GDI2,BP,4,4 of 64,4.26,6.25,0.00005477,0.0005975
GO:0015629,actin cytoskeleton,Q5E9F7(Evidence code:IEA/Database source:InterPro:IPR017904|I)P31976(Evidence code:ISS/Database source:UniProtKB:P15311)P60712(Evidence code:ISS/Database source:UniProtKB:P60709), CFL1 EZR ACTB,CC,3,3 of 23,3.19,13.04,0.00006415,0.000692
GO:0042995,cell projection,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens)P46193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966)Q2KJ93(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966)P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966)P61585(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966)Q5E9F7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966)P31976(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966), VIM ANXA1 CDC42 B4GALT1 RHOA CFL1 EZR,CC,7,7 of 317,7.45,2.21,0.00006779,0.0007231
GO:0043209,myelin sheath,Q5E947(Evidence code:IEA/Database source:UniProtKB:P35700|ens)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens)P31976(Evidence code:IEA/Database source:UniProtKB:P26040|ens)P50397(Evidence code:IEA/Database source:UniProtKB:Q61598|ens), PRDX1 HSP90AA1 EZR GDI2,CC,4,4 of 71,4.26,5.63,0.00008037,0.0008479
GO:0065010,extracellular membrane-bounded organelle,P12763(Evidence code:IDA/Database source:)P04272(Evidence code:IDA/Database source:), AHSG ANXA2,CC,2,2 of 3,2.13,66.67,0.00008633,0.0008724
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P02666(Evidence code:IDA/Database source:), APOA1 CSN2,BP,2,2 of 3,2.13,66.67,0.00008633,0.0008724
GO:0044539,long-chain fatty acid import,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857)P10790(Evidence code:IEA/Database source:UniProtKB:P11404|ens), CD36 FABP3,BP,2,2 of 3,2.13,66.67,0.00008633,0.0008724
GO:0030300,regulation of intestinal cholesterol absorption,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens), APOA4 APOA1,BP,2,2 of 3,2.13,66.67,0.00008633,0.0008724
GO:0004869,cysteine-type endopeptidase inhibitor activity,P02666(Evidence code:IEA/Database source:UniProtKB:P05814|ens)P12763(Evidence code:IEA/Database source:InterPro:IPR000010)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), CSN2 AHSG LTF,MF,3,3 of 26,3.19,11.54,0.00008955,0.0008955
GO:0051006,positive regulation of lipoprotein lipase activity,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA4 APOA1,BP,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0019834,phospholipase A2 inhibitor activity,P46193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0593)P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens), ANXA1 ANXA2,MF,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,Q3ZCH5(Evidence code:IEA/Database source:UniProtKB:P25311|ens)P80025(Evidence code:IEA/Database source:UniProtKB:P22079|ens), AZGP1 LPO,BP,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0050919,negative chemotaxis,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), RHOA APOA1,BP,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0071726,cellular response to diacyl bacterial lipopeptide,P26201(Evidence code:ISS/Database source:UniProtKB:P16671)Q95122(Evidence code:ISS/Database source:UniProtKB:P08571), CD36 CD14,BP,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0004859,phospholipase inhibitor activity,P04272(Evidence code:IEA/Database source:InterPro:IPR002389)P46193(Evidence code:IEA/Database source:InterPro:IPR002388), ANXA2 ANXA1,MF,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0070508,cholesterol import,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P26201(Evidence code:ISS/Database source:UniProtKB:Q08857), APOA1 CD36,BP,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0050544,arachidonic acid binding,P28783(Evidence code:IEA/Database source:InterPro:IPR028475)P28782(Evidence code:IEA/Database source:InterPro:IPR028474), S100A9 S100A8,MF,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0031362,anchored component of external side of plasma membrane,Q95122(Evidence code:ISS/Database source:UniProtKB:P08571)P02702(Evidence code:ISS/Database source:UniProtKB:P15328), CD14 FOLR1,CC,2,2 of 4,2.13,50,0.0001292,0.001182
GO:0001503,ossification,P12763(Evidence code:IEA/Database source:UniProtKB:P29699|ens)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0892)Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens), AHSG LTF CLEC3B,BP,3,3 of 30,3.19,10,0.0001325,0.001189
GO:0045454,cell redox homeostasis,O97680(Evidence code:IEA/Database source:InterPro:IPR005746|I)Q5E947(Evidence code:IEA/Database source:InterPro:IPR013766)P05307(Evidence code:IEA/Database source:InterPro:IPR013766|I), TXN PRDX1 P4HB,BP,3,3 of 30,3.19,10,0.0001325,0.001189
GO:0050829,defense response to Gram-negative bacterium,P22226(Evidence code:IMP/Database source:)Q2TBI0(Evidence code:IEA/Database source:InterPro:IPR030180)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), CATHL1 LBP LTF,BP,3,3 of 32,3.19,9.38,0.0001582,0.001394
GO:0010466,negative regulation of peptidase activity,P34955(Evidence code:IEA/Database source:UniProtKB-KW:KW-0646)Q3T052(Evidence code:IEA/Database source:UniProtKB-KW:KW-0646)P02666(Evidence code:IEA/Database source:UniProtKB-KW:KW-0646), SERPINA1 ITIH4 CSN2,BP,3,3 of 32,3.19,9.38,0.0001582,0.001394
GO:1903494,response to dehydroepiandrosterone,P02666(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), CSN2 CSN1S1,BP,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0042744,hydrogen peroxide catabolic process,P80025(Evidence code:IEA/Database source:UniProtKB-KW:KW-0376)Q5E947(Evidence code:IEA/Database source:UniProtKB:Q06830|ens), LPO PRDX1,BP,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0010898,positive regulation of triglyceride catabolic process,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA4 APOA1,BP,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0030010,establishment of cell polarity,Q5E9F7(Evidence code:IEA/Database source:UniProtKB:P18760|ens)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens), CFL1 HSP90AA1,BP,2,2 of 5,2.13,40,0.0001806,0.001482
GO:1903496,response to 11-deoxycorticosterone,P02666(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), CSN2 CSN1S1,BP,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0031258,lamellipodium membrane,Q5E9F7(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q2KJ93(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), CFL1 CDC42,CC,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0034366,spherical high-density lipoprotein particle,P17697(Evidence code:ISS/Database source:UniProtKB:P10909)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), CLU APOA1,CC,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0044548,S100 protein binding,P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens), ANXA2 EZR,MF,2,2 of 5,2.13,40,0.0001806,0.001482
GO:0005788,endoplasmic reticulum lumen,Q0VCX2(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P05307(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)A8YXY3(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), HSPA5 P4HB SELENOF,CC,3,3 of 34,3.19,8.82,0.000187,0.001509
GO:0031225,anchored component of membrane,P02702(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336)Q95122(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336), FOLR1 CD14 LPL,CC,3,3 of 34,3.19,8.82,0.000187,0.001509
GO:0005102,signaling receptor binding,P02676(Evidence code:IEA/Database source:InterPro:IPR012290)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens)P24627(Evidence code:IMP/Database source:)Q5E9F7(Evidence code:IEA/Database source:UniProtKB:P18760|ens)P12799(Evidence code:IEA/Database source:InterPro:IPR012290)P02672(Evidence code:IEA/Database source:InterPro:IPR012290), FGB F2 LPL LTF CFL1 FGG FGA,MF,7,7 of 385,7.45,1.82,0.0002168,0.001734
GO:0071404,cellular response to low-density lipoprotein particle stimulus,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857)P30932(Evidence code:ISS/Database source:UniProtKB:P40240), CD36 CD9,BP,2,2 of 6,2.13,33.33,0.0002403,0.00186
GO:0005796,Golgi lumen,P02666(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), CSN2 CSN1S1,CC,2,2 of 6,2.13,33.33,0.0002403,0.00186
GO:0032967,positive regulation of collagen biosynthetic process,P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), VIM F2,BP,2,2 of 6,2.13,33.33,0.0002403,0.00186
GO:0014002,astrocyte development,P28782(Evidence code:IEA/Database source:UniProtKB:P27005|ens)P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens), S100A8 VIM,BP,2,2 of 6,2.13,33.33,0.0002403,0.00186
GO:0046872,metal ion binding,P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q0P569(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P28783(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P46193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P12799(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P80457(Evidence code:IEA/Database source:InterPro:IPR002888)P28782(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P80025(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q07130(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479), LTF GSN NUCB1 S100A9 IDH1 ANXA1 FGG B4GALT1 XDH S100A8 LPO UGP2,MF,12,12 of 1125,12.77,1.07,0.0002555,0.001947
GO:0006457,protein folding,Q76LV2(Evidence code:IEA/Database source:InterPro:IPR001404|I)P05307(Evidence code:IBA/Database source:PANTHER:PTN000432607)Q76LV1(Evidence code:IEA/Database source:InterPro:IPR001404|I)P62935(Evidence code:IEA/Database source:InterPro:IPR020892), HSP90AA1 P4HB HSP90AB1 PPIA,BP,4,4 of 97,4.26,4.12,0.0002535,0.001947
GO:0005524,ATP binding,Q4GZT4(Evidence code:IEA/Database source:InterPro:IPR003439|I)P60712(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067)Q76LV2(Evidence code:IEA/Database source:InterPro:IPR001404|I)P17248(Evidence code:IEA/Database source:InterPro:IPR000738|I)Q76LV1(Evidence code:IEA/Database source:InterPro:IPR001404|I)P19120(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067), ABCG2 ACTB HSPA5 HSP90AA1 WARS HSP90AB1 HSPA8,MF,7,7 of 403,7.45,1.74,0.0002835,0.002143
GO:0005515,protein binding,P68103(Evidence code:IPI/Database source:UniProtKB:P19711:PRO)P48616(Evidence code:IPI/Database source:UniProtKB:P18341)P19120(Evidence code:IPI/Database source:UniProtKB:P13569)P07589(Evidence code:IPI/Database source:UniProtKB:Q15113)P00735(Evidence code:IPI/Database source:UniProtKB:Q4W8J9)P79345(Evidence code:IPI/Database source:UniProtKB:O35604)P24627(Evidence code:IPI/Database source:UniProtKB:P27958:PRO)Q76LV2(Evidence code:IPI/Database source:UniProtKB:P29477)P12763(Evidence code:IPI/Database source:UniProtKB:P17931)P60712(Evidence code:IPI/Database source:UniProtKB:Q4VW77)P02676(Evidence code:IPI/Database source:UniProtKB:P23142)P02666(Evidence code:IPI/Database source:UniProtKB:O43464)P08037(Evidence code:IPI/Database source:UniProtKB:P29752)P04272(Evidence code:TAS/Database source:)P11151(Evidence code:IPI/Database source:UniProtKB:Q99523), EEF1A1 VIM HSPA8 FN1 F2 NPC2 LTF HSP90AA1 AHSG ACTB FGB CSN2 B4GALT1 ANXA2 LPL,MF,15,15 of 1669,15.96,0.9,0.000306,0.002192
GO:0051180,vitamin transport,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q3MHN5(Evidence code:IEA/Database source:InterPro:IPR000213), APOA1 GC,BP,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:0006957,"complement activation, alternative pathway",Q2UVX4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0179)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0179), C3 C9,BP,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:0050786,RAGE receptor binding,P28783(Evidence code:IEA/Database source:InterPro:IPR028475)P28782(Evidence code:IEA/Database source:InterPro:IPR028474), S100A9 S100A8,MF,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:0031526,brush border membrane,P08037(Evidence code:ISS/Database source:UniProtKB:P15291)P26201(Evidence code:ISS/Database source:UniProtKB:Q07969), B4GALT1 CD36,CC,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60953), APOA1 CDC42,BP,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:0045723,positive regulation of fatty acid biosynthetic process,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA1 APOA4,BP,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:0032467,positive regulation of cytokinesis,Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60953)P61585(Evidence code:ISS/Database source:UniProtKB:P61586), CDC42 RHOA,BP,2,2 of 7,2.13,28.57,0.0003083,0.002192
GO:0008289,lipid binding,Q32PJ2(Evidence code:IEA/Database source:InterPro:IPR000074)Q03247(Evidence code:IEA/Database source:InterPro:IPR000074)P10790(Evidence code:IEA/Database source:InterPro:IPR000463|I)P15497(Evidence code:IEA/Database source:InterPro:IPR000074)Q2TBI0(Evidence code:IEA/Database source:InterPro:IPR001124|I), APOA4 APOE FABP3 APOA1 LBP,MF,5,5 of 190,5.32,2.63,0.0003301,0.00233
GO:0019901,protein kinase binding,P17248(Evidence code:IEA/Database source:UniProtKB:P23381|ens)Q3SYU2(Evidence code:IEA/Database source:UniProtKB:P13639|ens)P63103(Evidence code:IEA/Database source:UniProtKB:P63104|ens)P68103(Evidence code:IEA/Database source:UniProtKB:P68104|ens), WARS EEF2 YWHAZ EEF1A1,MF,4,4 of 106,4.26,3.77,0.0003508,0.002458
GO:0051082,unfolded protein binding,Q76LV1(Evidence code:IEA/Database source:InterPro:IPR001404|I)P19120(Evidence code:IEA/Database source:UniProtKB:P11142|ens)Q76LV2(Evidence code:IEA/Database source:InterPro:IPR001404|I), HSP90AB1 HSPA8 HSP90AA1,MF,3,3 of 44,3.19,6.82,0.0003816,0.002654
GO:0046470,phosphatidylcholine metabolic process,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA1 APOA4,BP,2,2 of 8,2.13,25,0.0003846,0.002656
GO:0005844,polysome,Q3SYU2(Evidence code:IEA/Database source:UniProtKB:P58252|ens)P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens), EEF2 VIM,CC,2,2 of 9,2.13,22.22,0.0004692,0.003172
GO:0032570,response to progesterone,P02666(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), CSN2 CSN1S1,BP,2,2 of 9,2.13,22.22,0.0004692,0.003172
GO:0042026,protein refolding,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens)P19120(Evidence code:IEA/Database source:UniProtKB:P11142|ens), B2M HSPA8,BP,2,2 of 9,2.13,22.22,0.0004692,0.003172
GO:0006605,protein targeting,P68250(Evidence code:ISS/Database source:UniProtKB:Q9CQV8)P62261(Evidence code:IEA/Database source:UniProtKB:P62259|ens)P63103(Evidence code:IEA/Database source:UniProtKB:P63101|ens), YWHAB YWHAE YWHAZ,BP,3,3 of 48,3.19,6.25,0.0004857,0.00326
GO:0006629,lipid metabolic process,P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)Q71SP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)Q2UVX4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)Q3T0F5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P11151(Evidence code:IEA/Database source:InterPro:IPR002330|I), APOA1 FASN NPC2 C3 RAB7A LPL,BP,6,6 of 325,6.38,1.85,0.0005486,0.003596
GO:0051015,actin filament binding,P31976(Evidence code:ISS/Database source:UniProtKB:P15311)Q5E9F7(Evidence code:ISS/Database source:UniProtKB:P10668)Q3SX14(Evidence code:IEA/Database source:InterPro:IPR007122), EZR CFL1 GSN,MF,3,3 of 50,3.19,6,0.0005439,0.003596
GO:0061028,establishment of endothelial barrier,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)P61223(Evidence code:ISS/Database source:UniProtKB:P61224), EZR RAP1B,BP,2,2 of 10,2.13,20,0.0005619,0.003596
GO:0007266,Rho protein signal transduction,P61585(Evidence code:ISS/Database source:UniProtKB:P61586)P19803(Evidence code:ISS/Database source:UniProtKB:Q99PT1), RHOA ARHGDIA,BP,2,2 of 10,2.13,20,0.0005619,0.003596
GO:0042730,fibrinolysis,P04272(Evidence code:IEA/Database source:UniProtKB:P07356|ens)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), ANXA2 F2,BP,2,2 of 10,2.13,20,0.0005619,0.003596
GO:0003746,translation elongation factor activity,Q3SYU2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0251)P68103(Evidence code:IEA/Database source:InterPro:IPR004539), EEF2 EEF1A1,MF,2,2 of 10,2.13,20,0.0005619,0.003596
GO:0001772,immunological synapse,P19803(Evidence code:ISS/Database source:UniProtKB:Q99PT1)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens), ARHGDIA EZR,CC,2,2 of 10,2.13,20,0.0005619,0.003596
GO:0003779,actin binding,Q3MHN5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0009)Q5E9F7(Evidence code:IEA/Database source:InterPro:IPR002108)P31976(Evidence code:IEA/Database source:InterPro:IPR008954|I)Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0009), GC CFL1 EZR GSN,MF,4,4 of 124,4.26,3.23,0.0006206,0.003946
GO:0005783,endoplasmic reticulum,Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)A8YXY3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)P05307(Evidence code:ISS/Database source:UniProtKB:P07237)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256), HSPA5 NPC2 SELENOF P4HB CLU,CC,5,5 of 220,5.32,2.27,0.0006302,0.00398
GO:0071320,cellular response to cAMP,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)P61223(Evidence code:ISS/Database source:UniProtKB:P61224), EZR RAP1B,BP,2,2 of 11,2.13,18.18,0.0006627,0.004052
GO:0030864,cortical actin cytoskeleton,Q5E9F7(Evidence code:IEA/Database source:UniProtKB:P18760|ens)P68103(Evidence code:IEA/Database source:UniProtKB:P68104|ens), CFL1 EEF1A1,CC,2,2 of 11,2.13,18.18,0.0006627,0.004052
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), LTF F2,BP,2,2 of 11,2.13,18.18,0.0006627,0.004052
GO:0045335,phagocytic vesicle,Q3T0F5(Evidence code:ISS/Database source:UniProtKB:P51149)P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens), RAB7A VIM,CC,2,2 of 11,2.13,18.18,0.0006627,0.004052
GO:0071944,cell periphery,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens), EZR RHOA,CC,2,2 of 11,2.13,18.18,0.0006627,0.004052
GO:0008017,microtubule binding,P28783(Evidence code:IEA/Database source:InterPro:IPR028475)P28782(Evidence code:IEA/Database source:InterPro:IPR028474)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens), S100A9 S100A8 EZR,MF,3,3 of 55,3.19,5.45,0.0007084,0.00425
GO:0005769,early endosome,P04272(Evidence code:IEA/Database source:UniProtKB:P07356|ens)P46193(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q58DS9(Evidence code:IBA/Database source:PANTHER:PTN000634601), ANXA2 ANXA1 RAB5C,CC,3,3 of 55,3.19,5.45,0.0007084,0.00425
GO:0030496,midbody,P61585(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60953), RHOA ANXA2 CDC42,CC,3,3 of 55,3.19,5.45,0.0007084,0.00425
GO:0051496,positive regulation of stress fiber assembly,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), RHOA APOA1,BP,2,2 of 12,2.13,16.67,0.0007716,0.004601
GO:0004252,serine-type endopeptidase activity,P30931(Evidence code:IEA/Database source:UniProtKB:P13726|ens)P24627(Evidence code:IEA/Database source:InterPro:IPR030684)P00735(Evidence code:IEA/Database source:InterPro:IPR001254|I), F3 LTF F2,MF,3,3 of 57,3.19,5.26,0.0007821,0.004634
GO:0016021,integral component of membrane,P81265(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)Q4GZT4(Evidence code:IEA/Database source:InterPro:IPR030256)P18892(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)Q8MI01(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)G3N2D8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)Q8WML4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)P30931(Evidence code:IEA/Database source:InterPro:IPR001187)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)Q27960(Evidence code:ISS/Database source:UniProtKB:O95436)P30932(Evidence code:IEA/Database source:InterPro:IPR000301|I)P26201(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812), PIGR ABCG2 BTN1A1 MUC15 GGT1 B4GALT1 MUC1 F3 C9 SLC34A2 CD9 CD36,CC,12,12 of 1299,12.77,0.92,0.0008628,0.005082
GO:0032355,response to estradiol,P02662(Evidence code:IDA/Database source:)P02666(Evidence code:IDA/Database source:), CSN1S1 CSN2,BP,2,2 of 13,2.13,15.38,0.0008886,0.005201
GO:0016491,oxidoreductase activity,Q71SP7(Evidence code:IEA/Database source:InterPro:IPR020843)Q5E947(Evidence code:IEA/Database source:InterPro:IPR000866)P80025(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)Q2KJ32(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)P80457(Evidence code:IEA/Database source:InterPro:IPR002346|I), FASN PRDX1 LPO IDH1 SELENBP1 XDH,MF,6,6 of 361,6.38,1.66,0.0009326,0.005426
GO:0030301,cholesterol transport,P79345(Evidence code:ISS/Database source:UniProtKB:P61916)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), NPC2 APOA1,BP,2,2 of 14,2.13,14.29,0.001013,0.005861
GO:0032760,positive regulation of tumor necrosis factor production,Q95122(Evidence code:ISS/Database source:UniProtKB:P10810)Q2TBI0(Evidence code:ISS/Database source:UniProtKB:P18428), CD14 LBP,BP,2,2 of 15,2.13,13.33,0.001146,0.00655
GO:0006958,"complement activation, classical pathway",Q2UVX4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0180)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0180), C3 C9,BP,2,2 of 15,2.13,13.33,0.001146,0.00655
GO:0005544,calcium-dependent phospholipid binding,P04272(Evidence code:IEA/Database source:InterPro:IPR001464|I)P46193(Evidence code:IEA/Database source:InterPro:IPR001464|I), ANXA2 ANXA1,MF,2,2 of 16,2.13,12.5,0.001287,0.007311
GO:0045121,membrane raft,P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)Q95122(Evidence code:ISS/Database source:UniProtKB:P08571)P26201(Evidence code:ISS/Database source:UniProtKB:P16671), ANXA2 CD14 CD36,CC,3,3 of 71,3.19,4.23,0.001436,0.007967
GO:0001525,angiogenesis,P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)Q95114(Evidence code:IEA/Database source:UniProtKB-KW:KW-0037)P07589(Evidence code:IEA/Database source:UniProtKB-KW:KW-0037), ANXA2 MFGE8 FN1,BP,3,3 of 71,3.19,4.23,0.001436,0.007967
GO:0019835,cytolysis,P22226(Evidence code:IMP/Database source:)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0204), CATHL1 C9,BP,2,2 of 17,2.13,11.76,0.001436,0.007967
GO:0030593,neutrophil chemotaxis,P28783(Evidence code:ISS/Database source:UniProtKB:P06702)P28782(Evidence code:ISS/Database source:UniProtKB:P05109), S100A9 S100A8,BP,2,2 of 17,2.13,11.76,0.001436,0.007967
GO:0005903,brush border,P31976(Evidence code:IEA/Database source:UniProtKB:P26040|ens)Q27960(Evidence code:IBA/Database source:PANTHER:PTN001293650), EZR SLC34A2,CC,2,2 of 18,2.13,11.11,0.001592,0.008783
